image_name,class_id,confidence_score,x_min,y_min,x_max,y_max
VAIPE_P_125_1.jpg,107,1.0,1072,1652,1394,1969
VAIPE_P_125_1.jpg,43,0.7668614387512207,797,2144,1435,3034
VAIPE_P_125_1.jpg,43,0.5626814365386963,636,1754,1498,2322
VAIPE_P_125_2.jpg,107,1.0,1341,2342,1667,2669
VAIPE_P_125_2.jpg,107,1.0,1160,2506,1462,2856
VAIPE_P_125_2.jpg,43,0.4990147650241852,1107,1774,1847,2529
VAIPE_P_125_2.jpg,43,0.4943539500236511,746,2027,1279,3050
VAIPE_P_125_3.jpg,107,1.0,1346,1921,1607,2181
VAIPE_P_125_3.jpg,107,1.0,1510,2075,1767,2336
VAIPE_P_125_3.jpg,43,0.4780655205249786,824,2424,1581,2923
VAIPE_P_125_3.jpg,43,0.4869876205921173,870,2097,1617,2469
VAIPE_P_126_0.jpg,91,0.9848291277885436,1417,1330,1945,1701
VAIPE_P_126_0.jpg,19,0.94786936044693,349,2081,1089,2537
VAIPE_P_126_0.jpg,19,0.9342594146728516,826,1773,1443,2282
VAIPE_P_126_1.jpg,19,0.8570711016654968,1600,715,1958,1429
VAIPE_P_126_1.jpg,91,0.9936948418617249,723,1570,1447,1971
VAIPE_P_126_1.jpg,19,0.9305318593978882,2085,1744,2847,2455
VAIPE_P_126_2.jpg,19,0.9655165076255798,868,1742,1456,2542
VAIPE_P_126_2.jpg,19,0.9631962180137634,1581,1609,2160,2386
VAIPE_P_126_3.jpg,91,0.9906587600708008,919,2476,1563,3116
VAIPE_P_126_4.jpg,107,1.0,1057,2310,1351,2593
VAIPE_P_126_4.jpg,107,1.0,1613,1602,2120,2259
VAIPE_P_126_4.jpg,107,1.0,1305,1757,1640,2474
VAIPE_P_126_4.jpg,107,1.0,977,2841,1388,3255
VAIPE_P_126_4.jpg,107,1.0,1600,2275,1968,3077
VAIPE_P_126_5.jpg,107,1.0,2367,2120,2936,2731
VAIPE_P_126_5.jpg,107,1.0,642,704,1344,1220
VAIPE_P_126_5.jpg,107,1.0,1645,1197,2239,1806
VAIPE_P_126_5.jpg,107,1.0,1074,2093,1604,2786
VAIPE_P_126_5.jpg,107,1.0,2845,870,3459,1575
VAIPE_P_126_5.jpg,107,1.0,1713,488,2351,1002
VAIPE_P_127_0.jpg,64,0.7628782987594604,862,2018,1243,2406
VAIPE_P_127_0.jpg,64,0.8110520839691162,1616,2001,1994,2393
VAIPE_P_127_1.jpg,107,1.0,1917,1894,2961,2883
VAIPE_P_127_1.jpg,107,1.0,1831,1001,2701,1803
VAIPE_P_127_1.jpg,107,1.0,2768,1033,3450,1691
VAIPE_P_127_1.jpg,107,1.0,2124,210,2766,840
VAIPE_P_127_1.jpg,107,1.0,724,306,1898,1229
VAIPE_P_127_2.jpg,107,1.0,2163,2356,2843,2749
VAIPE_P_127_2.jpg,107,1.0,1974,1995,2388,2376
VAIPE_P_127_2.jpg,107,1.0,1004,2066,1417,2460
VAIPE_P_127_2.jpg,107,1.0,456,2457,846,3085
VAIPE_P_127_2.jpg,107,1.0,1277,2347,1693,2756
VAIPE_P_127_2.jpg,107,1.0,1483,1830,1762,2386
VAIPE_P_128_0.jpg,107,1.0,1210,1238,1612,1603
VAIPE_P_128_0.jpg,59,0.6944645643234253,1126,1642,1512,1994
VAIPE_P_128_0.jpg,19,0.9280237555503844,1153,2740,2173,3254
VAIPE_P_128_0.jpg,19,0.931464910507202,974,1874,1911,2389
VAIPE_P_128_0.jpg,104,0.4943343102931976,1053,2171,2169,2742
VAIPE_P_128_1.jpg,107,1.0,554,1647,852,1911
VAIPE_P_128_1.jpg,107,1.0,1382,1485,1716,1720
VAIPE_P_128_1.jpg,59,0.3511955440044403,1842,1996,2114,2248
VAIPE_P_128_1.jpg,19,0.9104156494140624,1877,2247,2174,2960
VAIPE_P_128_1.jpg,19,0.9598031044006348,865,3097,1668,3497
VAIPE_P_128_1.jpg,107,1.0,1203,1760,1494,2031
VAIPE_P_128_1.jpg,104,0.7278984785079956,1271,2007,1887,2617
VAIPE_P_128_10.jpg,107,1.0,571,1928,1087,2259
VAIPE_P_128_10.jpg,107,1.0,1182,499,1470,807
VAIPE_P_128_10.jpg,107,1.0,639,600,1101,1071
VAIPE_P_128_10.jpg,107,1.0,1100,1161,1571,1641
VAIPE_P_128_10.jpg,107,1.0,132,1594,706,2178
VAIPE_P_128_10.jpg,107,1.0,326,1001,959,1624
VAIPE_P_128_2.jpg,59,0.5144890546798706,1457,2624,1799,2966
VAIPE_P_128_2.jpg,59,0.2397800236940384,1519,1751,1770,1978
VAIPE_P_128_2.jpg,19,0.9606383442878724,1046,1942,1699,2269
VAIPE_P_128_2.jpg,107,1.0,1236,1774,1545,2032
VAIPE_P_128_2.jpg,107,1.0,1621,1559,1921,1823
VAIPE_P_128_2.jpg,19,0.963435709476471,1374,1107,1640,1674
VAIPE_P_128_2.jpg,104,0.5458087921142578,1689,1300,2388,1595
VAIPE_P_128_3.jpg,59,0.5210598111152649,66,1682,495,2073
VAIPE_P_128_3.jpg,107,1.0,1303,1052,1690,1433
VAIPE_P_128_3.jpg,19,0.905099093914032,1246,3046,2303,3648
VAIPE_P_128_3.jpg,104,0.5297519564628601,1221,2237,2166,3225
VAIPE_P_128_3.jpg,19,0.8802098631858826,1547,2008,2324,2873
VAIPE_P_128_4.jpg,59,0.4015137255191803,1683,2007,2053,2370
VAIPE_P_128_4.jpg,107,1.0,1982,2452,2363,2841
VAIPE_P_128_4.jpg,19,0.9300742149353028,1366,2220,2086,3021
VAIPE_P_128_4.jpg,19,0.9568545818328856,1515,1454,2450,2059
VAIPE_P_128_4.jpg,107,1.0,907,2049,1445,3224
VAIPE_P_128_5.jpg,59,0.241815373301506,1618,1783,1889,2040
VAIPE_P_128_5.jpg,73,0.5629104375839233,1535,1221,1796,1528
VAIPE_P_128_5.jpg,73,0.4710643291473388,931,1141,1230,1393
VAIPE_P_128_5.jpg,19,0.9697673916816713,944,1657,1255,2321
VAIPE_P_128_5.jpg,59,0.2478701174259185,1839,2005,2138,2291
VAIPE_P_128_5.jpg,19,0.9668537974357604,1180,1869,1663,2506
VAIPE_P_128_5.jpg,104,0.6204671859741211,1197,1327,1505,2009
VAIPE_P_128_6.jpg,59,0.6790947318077087,1914,1397,2325,1775
VAIPE_P_128_6.jpg,107,1.0,1655,1868,2037,2259
VAIPE_P_128_6.jpg,19,0.9337218999862672,692,1042,1260,2147
VAIPE_P_128_6.jpg,19,0.9552614092826844,1941,1746,2429,2718
VAIPE_P_128_6.jpg,104,0.4768414497375488,1124,1016,1642,2187
VAIPE_P_128_7.jpg,107,1.0,2283,1322,2558,1579
VAIPE_P_128_7.jpg,107,1.0,1260,1024,1555,1278
VAIPE_P_128_7.jpg,107,1.0,1251,1827,1513,2070
VAIPE_P_128_7.jpg,73,0.5005090832710266,1551,1618,1885,1865
VAIPE_P_128_7.jpg,19,0.9598026275634766,1652,663,2194,1006
VAIPE_P_128_7.jpg,19,0.9557968974113464,671,2403,1194,3123
VAIPE_P_128_7.jpg,104,0.6050483584403992,1469,2546,2316,2967
VAIPE_P_128_8.jpg,107,1.0,534,2186,1057,2822
VAIPE_P_128_8.jpg,107,1.0,906,2245,1531,2834
VAIPE_P_128_8.jpg,107,1.0,1242,1937,1925,2508
VAIPE_P_128_8.jpg,107,1.0,882,2739,1390,3263
VAIPE_P_128_9.jpg,107,1.0,3158,843,3693,1413
VAIPE_P_128_9.jpg,107,1.0,2375,976,2868,1490
VAIPE_P_128_9.jpg,107,1.0,678,678,1511,1652
VAIPE_P_128_9.jpg,107,1.0,1634,1080,2133,1615
VAIPE_P_128_9.jpg,107,1.0,1681,1766,2792,2799
VAIPE_P_128_9.jpg,107,1.0,2000,131,2846,900
VAIPE_P_129_0.jpg,43,0.6625994443893433,1715,2324,2294,3275
VAIPE_P_129_0.jpg,91,0.994333267211914,1480,1418,1952,2243
VAIPE_P_129_0.jpg,91,0.991859495639801,1373,2351,1921,3127
VAIPE_P_129_0.jpg,43,0.6859398484230042,800,2048,1436,3060
VAIPE_P_129_1.jpg,91,0.9915168285369872,1190,1863,1710,2598
VAIPE_P_129_1.jpg,75,0.8199231028556824,1197,2707,1589,3183
VAIPE_P_129_1.jpg,43,0.7122837901115417,1522,1831,2072,2739
VAIPE_P_129_1.jpg,43,0.736312747001648,637,1548,1238,2502
VAIPE_P_129_2.jpg,75,0.7128900289535522,1303,1048,1745,1394
VAIPE_P_129_2.jpg,75,0.8324018716812134,1824,1933,2312,2341
VAIPE_P_129_2.jpg,91,0.9923878908157348,816,1365,1599,1755
VAIPE_P_129_2.jpg,91,0.9930915832519532,1715,1262,2449,1688
VAIPE_P_129_2.jpg,43,0.6582861542701721,1623,1556,2551,2067
VAIPE_P_129_2.jpg,43,0.5825061202049255,1856,969,2722,1496
VAIPE_P_129_3.jpg,107,1.0,1066,2209,1295,2847
VAIPE_P_129_3.jpg,107,1.0,1542,1697,1944,2052
VAIPE_P_129_3.jpg,107,1.0,1279,2443,1727,3135
VAIPE_P_129_3.jpg,107,1.0,756,2086,1079,2712
VAIPE_P_129_3.jpg,107,1.0,982,1600,1585,2018
VAIPE_P_129_3.jpg,107,1.0,1459,1994,2015,2615
VAIPE_P_12_0.jpg,64,0.7338871955871582,902,1824,1481,2440
VAIPE_P_12_0.jpg,64,0.6990506649017334,1314,1520,1861,2157
VAIPE_P_12_1.jpg,64,0.7670703530311584,1062,1836,1553,2365
VAIPE_P_12_1.jpg,64,0.7237297892570496,1825,1541,2336,2087
VAIPE_P_12_2.jpg,64,0.635867178440094,995,1277,1543,1865
VAIPE_P_12_2.jpg,8,0.5361106395721436,1319,1498,1930,2100
VAIPE_P_12_2.jpg,64,0.7072634100914001,1613,2069,2183,2640
VAIPE_P_12_3.jpg,64,0.7088850736618042,1297,2465,1819,3036
VAIPE_P_12_3.jpg,64,0.6842123866081238,1244,1266,1777,1851
VAIPE_P_12_4.jpg,64,0.7069828510284424,1687,2409,2237,2978
VAIPE_P_12_4.jpg,64,0.7290235161781311,1366,2704,1867,3262
VAIPE_P_12_4.jpg,8,0.8001965880393982,697,2024,1220,2666
VAIPE_P_12_5.jpg,64,0.5975685119628906,1559,1762,2103,2321
VAIPE_P_12_5.jpg,64,0.5908017754554749,884,2130,1421,2694
VAIPE_P_12_6.jpg,64,0.6622746586799622,1783,1835,2268,2314
VAIPE_P_12_6.jpg,8,0.7661700248718262,958,1279,1365,1852
VAIPE_P_12_6.jpg,64,0.5538633465766907,1735,1275,2223,1751
VAIPE_P_12_7.jpg,8,0.7008478045463562,1015,1847,1663,2234
VAIPE_P_12_7.jpg,64,0.6346330642700195,1264,2161,1770,2674
VAIPE_P_12_7.jpg,64,0.7443491220474243,1974,1345,2499,1915
VAIPE_P_12_8.jpg,64,0.6216232776641846,1735,1817,2204,2315
VAIPE_P_12_8.jpg,64,0.7058929204940796,1047,1446,1516,1930
VAIPE_P_12_8.jpg,8,0.7369155287742615,1298,1857,1631,2446
VAIPE_P_12_9.jpg,107,1.0,872,2549,1302,3073
VAIPE_P_12_9.jpg,107,1.0,1276,2606,1693,3031
VAIPE_P_12_9.jpg,107,1.0,1041,1869,1485,2308
VAIPE_P_12_9.jpg,107,1.0,1217,2188,1834,2606
VAIPE_P_130_0.jpg,65,0.8546063303947449,506,591,662,738
VAIPE_P_130_0.jpg,65,0.8065326809883118,321,670,471,812
VAIPE_P_130_1.jpg,107,1.0,540,454,633,541
VAIPE_P_130_1.jpg,65,0.904219686985016,382,718,493,833
VAIPE_P_130_1.jpg,65,0.9296022653579712,263,562,375,677
VAIPE_P_130_2.jpg,65,0.9611491560935974,445,477,563,599
VAIPE_P_130_2.jpg,65,0.9439052939414978,423,302,538,420
VAIPE_P_130_2.jpg,107,1.0,366,239,455,333
VAIPE_P_130_3.jpg,65,0.9613248109817504,292,661,431,797
VAIPE_P_130_3.jpg,65,0.9572616219520568,424,593,557,721
VAIPE_P_130_4.jpg,107,1.0,957,716,1069,835
VAIPE_P_130_4.jpg,65,0.9632834792137146,748,424,869,546
VAIPE_P_130_4.jpg,65,0.9688652753829956,734,578,856,701
VAIPE_P_130_5.jpg,107,1.0,188,438,313,560
VAIPE_P_130_5.jpg,65,0.9104377031326294,533,295,680,446
VAIPE_P_130_5.jpg,65,0.9334322214126588,470,167,626,323
VAIPE_P_131_0.jpg,104,0.6028096675872803,1054,2183,1309,2851
VAIPE_P_131_0.jpg,10,0.751477062702179,833,2098,1072,2694
VAIPE_P_131_0.jpg,10,0.769416868686676,1231,2066,1522,2641
VAIPE_P_131_1.jpg,10,0.8199776411056519,491,2205,1016,2857
VAIPE_P_131_1.jpg,10,0.8318110108375549,1235,2141,1844,2656
VAIPE_P_131_1.jpg,104,0.762582540512085,756,2126,1409,2796
VAIPE_P_131_10.jpg,107,1.0,1491,2039,1831,2375
VAIPE_P_131_10.jpg,107,1.0,963,1840,1664,2376
VAIPE_P_131_10.jpg,107,1.0,1008,2299,1562,2861
VAIPE_P_131_10.jpg,107,1.0,1540,2428,2036,2944
VAIPE_P_131_10.jpg,107,1.0,930,1549,1646,2046
VAIPE_P_131_2.jpg,10,0.8153597116470337,1419,2218,2273,2689
VAIPE_P_131_2.jpg,104,0.6245126724243164,813,1911,1521,2845
VAIPE_P_131_2.jpg,10,0.6165657043457031,624,2325,1403,3178
VAIPE_P_131_3.jpg,104,0.6718168258666992,870,2318,1242,2969
VAIPE_P_131_3.jpg,10,0.7166668772697449,656,2098,1260,2340
VAIPE_P_131_3.jpg,10,0.7099149227142334,1195,2282,1701,2694
VAIPE_P_131_4.jpg,104,0.3672380149364471,794,2117,1397,2382
VAIPE_P_131_4.jpg,10,0.7635751366615295,1168,2377,1382,2926
VAIPE_P_131_4.jpg,10,0.8088200688362122,1032,1918,1541,2221
VAIPE_P_131_5.jpg,104,0.5782633423805237,780,2639,1440,3215
VAIPE_P_131_5.jpg,10,0.7575585842132568,1140,2332,1646,2835
VAIPE_P_131_5.jpg,10,0.6528949737548828,933,2210,1475,2702
VAIPE_P_131_6.jpg,10,0.6474061012268066,1539,2075,1855,2746
VAIPE_P_131_6.jpg,104,0.5724238157272339,678,2160,1148,2911
VAIPE_P_131_6.jpg,10,0.6900850534439087,1107,2350,1650,2939
VAIPE_P_131_7.jpg,104,0.4833148121833801,1193,2203,1886,2741
VAIPE_P_131_7.jpg,10,0.6693910360336304,714,2348,1243,2979
VAIPE_P_131_7.jpg,10,0.7192368507385254,1054,1973,1591,2554
VAIPE_P_131_8.jpg,107,1.0,798,2610,1252,2826
VAIPE_P_131_8.jpg,107,1.0,2007,1959,2327,2275
VAIPE_P_131_8.jpg,107,1.0,1585,2298,1913,2950
VAIPE_P_131_8.jpg,107,1.0,1353,2070,1603,2663
VAIPE_P_131_8.jpg,107,1.0,1087,1962,1393,2269
VAIPE_P_131_9.jpg,107,1.0,477,65,1064,600
VAIPE_P_131_9.jpg,107,1.0,1592,1037,2006,1512
VAIPE_P_131_9.jpg,107,1.0,1295,808,1681,1340
VAIPE_P_131_9.jpg,107,1.0,962,944,1462,1447
VAIPE_P_132_0.jpg,38,0.8489589691162109,1135,2085,1833,2639
VAIPE_P_132_1.jpg,107,1.0,1344,1864,1665,2484
VAIPE_P_132_1.jpg,107,1.0,832,1363,1296,1940
VAIPE_P_132_1.jpg,107,1.0,2109,2526,2832,2876
VAIPE_P_132_1.jpg,107,1.0,1546,1974,2653,2601
VAIPE_P_132_2.jpg,107,1.0,2009,92,2830,700
VAIPE_P_132_2.jpg,107,1.0,1828,2232,2449,2919
VAIPE_P_132_2.jpg,107,1.0,1482,351,2020,1272
VAIPE_P_132_2.jpg,107,1.0,2253,1871,3310,2367
VAIPE_P_132_2.jpg,107,1.0,2085,1132,2643,1672
VAIPE_P_132_2.jpg,107,1.0,2650,619,3519,1169
VAIPE_P_132_3.jpg,107,1.0,1506,1786,2234,2559
VAIPE_P_132_3.jpg,107,1.0,375,695,1399,1390
VAIPE_P_132_3.jpg,107,1.0,2646,727,3447,1563
VAIPE_P_132_3.jpg,107,1.0,1754,377,2600,1425
VAIPE_P_133_0.jpg,99,0.9898518323898317,1192,1977,1916,2416
VAIPE_P_134_0.jpg,99,0.9873265624046326,1281,2007,1868,2761
VAIPE_P_134_1.jpg,99,0.9899812340736388,2252,1342,3036,2006
VAIPE_P_134_2.jpg,99,0.992701768875122,1047,2190,1814,2566
VAIPE_P_134_3.jpg,99,0.9890484809875488,968,2009,1853,2484
VAIPE_P_135_0.jpg,51,0.9576523303985596,302,55,346,100
VAIPE_P_135_0.jpg,51,0.8005391359329224,214,237,256,280
VAIPE_P_135_0.jpg,10,0.6739453673362732,287,136,351,217
VAIPE_P_135_0.jpg,10,0.6639026403427124,317,236,377,322
VAIPE_P_135_1.jpg,51,0.9582425951957704,230,160,271,202
VAIPE_P_135_1.jpg,107,1.0,272,181,312,221
VAIPE_P_135_1.jpg,10,0.6246247887611389,327,157,384,238
VAIPE_P_135_1.jpg,107,1.0,234,125,311,182
VAIPE_P_136_0.jpg,91,0.9907373785972596,946,1627,1379,2088
VAIPE_P_136_0.jpg,19,0.9483936429023744,1169,1858,1815,2185
VAIPE_P_136_0.jpg,2,0.8875245451927185,2178,2083,2730,2489
VAIPE_P_136_0.jpg,2,0.9057146906852722,1573,1434,2025,1878
VAIPE_P_136_0.jpg,19,0.930785357952118,1550,2120,2122,2697
VAIPE_P_137_0.jpg,99,0.9922731518745422,834,2215,1464,2990
VAIPE_P_137_0.jpg,99,0.9930323362350464,1297,1498,1857,2290
VAIPE_P_138_0.jpg,89,0.907697319984436,152,161,191,222
VAIPE_P_138_0.jpg,10,0.6667370796203613,3,137,36,210
VAIPE_P_138_0.jpg,89,0.4505757689476013,74,91,136,121
VAIPE_P_138_0.jpg,10,0.7065942287445068,216,113,289,144
VAIPE_P_138_0.jpg,2,0.9041061401367188,202,228,260,285
VAIPE_P_138_0.jpg,2,0.8976971507072449,177,85,239,134
VAIPE_P_138_1.jpg,2,0.8965407609939575,242,245,292,315
VAIPE_P_138_1.jpg,2,0.9224259257316588,164,105,219,169
VAIPE_P_138_1.jpg,10,0.7769544124603271,207,121,283,160
VAIPE_P_138_1.jpg,89,0.4404766261577606,51,149,118,188
VAIPE_P_138_1.jpg,89,0.8657628297805786,157,204,210,264
VAIPE_P_138_1.jpg,10,0.7259858250617981,0,232,47,308
VAIPE_P_139_0.jpg,89,0.9088340401649476,1570,2231,1826,2737
VAIPE_P_139_0.jpg,19,0.9102398157119752,1292,1886,1783,2353
VAIPE_P_13_0.jpg,107,1.0,844,1559,1393,2107
VAIPE_P_13_1.jpg,55,0.6674337387084961,899,1670,1516,2278
VAIPE_P_13_2.jpg,107,1.0,1292,846,1966,1699
VAIPE_P_13_2.jpg,107,1.0,1153,2123,1839,2990
VAIPE_P_13_2.jpg,107,1.0,251,1719,1128,2770
VAIPE_P_13_2.jpg,107,1.0,302,637,1054,1665
VAIPE_P_140_0.jpg,107,1.0,788,2289,1796,2875
VAIPE_P_140_0.jpg,2,0.6405952572822571,2011,1560,2865,2324
VAIPE_P_141_0.jpg,59,0.278622031211853,1078,1498,1510,1923
VAIPE_P_141_0.jpg,19,0.9473589658737184,1076,2325,1723,3382
VAIPE_P_141_0.jpg,59,0.3054680228233337,1925,1943,2370,2372
VAIPE_P_141_0.jpg,19,0.9585092067718506,1537,2279,2549,2851
VAIPE_P_141_1.jpg,59,0.7427050471305847,1201,1274,1497,1552
VAIPE_P_141_1.jpg,59,0.5084784030914307,1487,1047,1777,1307
VAIPE_P_141_1.jpg,19,0.9343319535255432,1501,1616,1946,2367
VAIPE_P_141_1.jpg,19,0.8990873098373413,1843,1275,2256,1997
VAIPE_P_142_0.jpg,107,1.0,1255,1545,1701,2338
VAIPE_P_143_0.jpg,107,1.0,82,150,105,172
VAIPE_P_143_0.jpg,74,0.2677428424358368,154,276,180,296
VAIPE_P_143_0.jpg,89,0.8222030401229858,172,195,202,250
VAIPE_P_143_0.jpg,10,0.7688071131706238,196,281,258,332
VAIPE_P_143_0.jpg,91,0.9510975480079652,92,218,147,246
VAIPE_P_143_0.jpg,10,0.7708974480628967,22,247,83,295
VAIPE_P_143_1.jpg,10,0.692674458026886,138,240,205,303
VAIPE_P_143_1.jpg,10,0.7874084115028381,88,175,155,230
VAIPE_P_144_0.jpg,59,0.5208590626716614,1586,2775,1991,3191
VAIPE_P_144_0.jpg,107,1.0,1123,2327,1513,2712
VAIPE_P_144_0.jpg,43,0.6987603306770325,1885,1654,2375,2581
VAIPE_P_144_0.jpg,43,0.5561590194702148,899,1719,1820,2234
VAIPE_P_144_1.jpg,107,1.0,1296,2256,1620,2569
VAIPE_P_144_1.jpg,107,1.0,1174,1965,1503,2281
VAIPE_P_144_1.jpg,43,0.541378378868103,1220,2525,2038,3039
VAIPE_P_144_1.jpg,43,0.6465908885002136,1411,2992,1998,3827
VAIPE_P_144_2.jpg,107,1.0,1168,1876,1500,2214
VAIPE_P_144_2.jpg,59,0.2463080883026123,1862,2671,2213,3020
VAIPE_P_144_2.jpg,43,0.5996909141540527,948,2363,1781,2770
VAIPE_P_144_2.jpg,43,0.4832994937896728,1691,2015,2498,2426
VAIPE_P_145_0.jpg,91,0.993164837360382,1224,2735,1594,3340
VAIPE_P_145_0.jpg,51,0.937595009803772,1123,1593,1480,1922
VAIPE_P_145_0.jpg,64,0.666971743106842,942,2819,1303,3208
VAIPE_P_145_0.jpg,64,0.7120410203933716,1173,1833,1518,2173
VAIPE_P_145_0.jpg,107,1.0,1409,2441,1756,2788
VAIPE_P_145_0.jpg,26,0.800177812576294,1358,2203,2048,2514
VAIPE_P_145_0.jpg,26,0.746202826499939,1527,2421,2024,3098
VAIPE_P_145_1.jpg,107,1.0,824,2414,1211,2819
VAIPE_P_145_1.jpg,51,0.282216876745224,1450,2778,1859,3196
VAIPE_P_145_1.jpg,64,0.6280840635299683,1130,2154,1517,2566
VAIPE_P_145_1.jpg,64,0.6208191514015198,1268,1122,1664,1534
VAIPE_P_145_1.jpg,91,0.9891859889030457,528,2111,994,2709
VAIPE_P_145_1.jpg,26,0.7733752727508545,1141,1896,1906,2274
VAIPE_P_145_1.jpg,26,0.7212263941764832,1087,1648,1844,2013
VAIPE_P_145_2.jpg,51,0.9455261826515198,1534,2245,1927,2651
VAIPE_P_145_2.jpg,91,0.9929017424583436,1186,1971,1616,2618
VAIPE_P_145_2.jpg,64,0.6677773594856262,886,2177,1299,2613
VAIPE_P_145_2.jpg,64,0.6531298756599426,1307,1467,1705,1890
VAIPE_P_145_2.jpg,51,0.9623977541923524,1393,2895,1803,3328
VAIPE_P_145_2.jpg,26,0.7558068037033081,1592,1889,2227,2522
VAIPE_P_145_2.jpg,26,0.7192281484603882,1003,3116,1535,4004
VAIPE_P_145_3.jpg,64,0.6619792580604553,1670,1965,2123,2446
VAIPE_P_145_3.jpg,51,0.9843769073486328,932,2472,1361,2887
VAIPE_P_145_3.jpg,64,0.6951754689216614,313,2382,769,2836
VAIPE_P_145_3.jpg,51,0.9850476980209352,1321,1853,1743,2282
VAIPE_P_145_3.jpg,91,0.9938563704490662,379,2038,1068,2479
VAIPE_P_145_3.jpg,26,0.7873878479003906,607,2828,1368,3572
VAIPE_P_145_3.jpg,26,0.7560533285140991,817,1755,1434,2508
VAIPE_P_146_0.jpg,60,0.5195304155349731,396,2312,1224,2991
VAIPE_P_146_0.jpg,26,0.7295100092887878,1485,2020,2148,3036
VAIPE_P_147_0.jpg,29,0.6841906309127808,1518,1512,1870,1936
VAIPE_P_147_0.jpg,61,0.6429280638694763,1129,1799,1881,2447
VAIPE_P_147_0.jpg,61,0.7360177040100098,683,1145,1318,1915
VAIPE_P_148_0.jpg,51,0.9908376336097716,2451,1430,2908,1890
VAIPE_P_148_0.jpg,51,0.8023539185523987,1864,1307,2303,1755
VAIPE_P_149_0.jpg,56,0.8583746552467346,864,1807,1528,2582
VAIPE_P_149_1.jpg,56,0.859085202217102,1058,1827,1650,2649
VAIPE_P_149_2.jpg,89,0.9896091222763062,1529,1686,2052,2357
VAIPE_P_149_2.jpg,56,0.8618016242980957,579,1820,1082,2641
VAIPE_P_149_2.jpg,89,0.9781423807144164,1215,1755,1667,2510
VAIPE_P_14_0.jpg,57,0.4834811687469482,1538,2019,2094,2570
VAIPE_P_14_1.jpg,107,1.0,2075,1470,2538,1947
VAIPE_P_14_1.jpg,107,1.0,1058,2880,1513,3364
VAIPE_P_14_1.jpg,107,1.0,587,1800,1384,2514
VAIPE_P_14_1.jpg,107,1.0,557,2467,1229,3124
VAIPE_P_14_1.jpg,107,1.0,1378,1362,2135,2462
VAIPE_P_14_1.jpg,107,1.0,1209,749,2064,1871
VAIPE_P_14_1.jpg,107,1.0,1497,1979,2344,2894
VAIPE_P_14_2.jpg,107,1.0,1328,1138,1748,1590
VAIPE_P_14_2.jpg,107,1.0,1326,1949,2141,2433
VAIPE_P_14_2.jpg,107,1.0,791,1684,1489,2675
VAIPE_P_14_2.jpg,107,1.0,1706,1155,2135,1611
VAIPE_P_14_2.jpg,107,1.0,1120,2576,2136,3158
VAIPE_P_14_2.jpg,107,1.0,1149,1615,2182,2046
VAIPE_P_14_3.jpg,107,1.0,1391,486,1795,1146
VAIPE_P_14_3.jpg,107,1.0,1826,1825,2388,2401
VAIPE_P_14_3.jpg,107,1.0,2090,313,2544,799
VAIPE_P_14_3.jpg,107,1.0,2849,906,3436,1467
VAIPE_P_14_3.jpg,107,1.0,2117,1187,2738,1801
VAIPE_P_14_3.jpg,107,1.0,1177,1170,1628,1794
VAIPE_P_150_0.jpg,89,0.9848644137382508,1122,2095,1680,2403
VAIPE_P_150_0.jpg,10,0.761151134967804,1045,1741,1647,2197
VAIPE_P_150_0.jpg,10,0.6900205016136169,911,1544,1461,2055
VAIPE_P_150_1.jpg,10,0.7353025078773499,1342,1426,1804,2084
VAIPE_P_150_1.jpg,107,1.0,694,1810,963,2146
VAIPE_P_150_1.jpg,89,0.9855973124504088,727,1356,1160,1899
VAIPE_P_150_1.jpg,10,0.8340405225753784,1025,1166,1376,1827
VAIPE_P_150_2.jpg,107,1.0,792,2361,1290,2712
VAIPE_P_150_2.jpg,89,0.9839355945587158,819,1873,1468,2515
VAIPE_P_150_2.jpg,10,0.8494006991386414,1415,1818,1943,2709
VAIPE_P_150_2.jpg,10,0.7793338298797607,863,1499,1600,2211
VAIPE_P_150_3.jpg,89,0.986483871936798,933,1656,1192,2150
VAIPE_P_150_3.jpg,10,0.7957648634910583,1365,1740,1787,2277
VAIPE_P_150_3.jpg,10,0.8047286868095398,1127,1502,1385,2087
VAIPE_P_151_0.jpg,107,1.0,913,1484,1414,1847
VAIPE_P_151_0.jpg,107,1.0,1285,2010,1756,2336
VAIPE_P_151_0.jpg,19,0.9228779673576356,985,2803,2005,3545
VAIPE_P_151_0.jpg,21,0.4366956949234009,1264,1216,1896,1976
VAIPE_P_151_0.jpg,21,0.5295497179031372,1151,2227,2003,2692
VAIPE_P_151_0.jpg,19,0.8151724338531494,1430,2405,2403,2987
VAIPE_P_152_0.jpg,107,1.0,539,2649,1334,3226
VAIPE_P_152_0.jpg,19,0.9231238961219788,1193,2451,1767,3396
VAIPE_P_152_1.jpg,91,0.9925267696380616,1904,1165,2195,1682
VAIPE_P_152_1.jpg,107,1.0,1425,2457,2027,2808
VAIPE_P_152_10.jpg,107,1.0,2259,2160,2555,2764
VAIPE_P_152_10.jpg,91,0.989074170589447,639,1386,1034,1841
VAIPE_P_152_11.jpg,91,0.994616448879242,1994,1809,2373,2509
VAIPE_P_152_11.jpg,107,1.0,1165,1200,1594,2033
VAIPE_P_152_12.jpg,107,1.0,1196,1638,1623,2362
VAIPE_P_152_12.jpg,91,0.992371678352356,921,2465,1301,3088
